[DEBUG] 2020-10-07 23:39:44.940 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-10-07 23:39:44.966 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-10-07 23:39:44.980 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-10-07 23:39:45.294 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-10-07 23:39:45.303 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-10-07 23:39:46.061 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2020-10-07 23:39:46.064 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2020-10-07 23:39:46.093 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-10-07 23:39:47.217 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-10-07 23:39:47.309 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-10-07 23:39:47.312 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2020-10-07 23:39:47.559 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@3fbfa96
[DEBUG] 2020-10-07 23:39:47.559 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@301d8120
[DEBUG] 2020-10-07 23:39:47.560 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@301d8120
[DEBUG] 2020-10-07 23:39:47.560 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@301d8120
[DEBUG] 2020-10-07 23:39:47.564 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@3e134896
[DEBUG] 2020-10-07 23:39:47.564 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@3e134896
[DEBUG] 2020-10-07 23:39:47.566 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@3e134896
[DEBUG] 2020-10-07 23:39:47.567 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@2d0bfb24
[DEBUG] 2020-10-07 23:39:47.567 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@2d0bfb24
[DEBUG] 2020-10-07 23:39:47.567 [main] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@2d0bfb24
[DEBUG] 2020-10-07 23:39:47.569 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@1136b469
[DEBUG] 2020-10-07 23:39:47.570 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@1136b469
[DEBUG] 2020-10-07 23:39:47.570 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@1136b469
[DEBUG] 2020-10-07 23:39:47.570 [main] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@5432050b
[DEBUG] 2020-10-07 23:39:47.570 [main] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@5432050b
[DEBUG] 2020-10-07 23:39:47.571 [main] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@2c779e5
[DEBUG] 2020-10-07 23:39:47.571 [main] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@2c779e5
[DEBUG] 2020-10-07 23:39:47.572 [main] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@5328a9c1
[DEBUG] 2020-10-07 23:39:47.572 [main] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@5328a9c1
[DEBUG] 2020-10-07 23:39:47.572 [main] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@715fb77
[DEBUG] 2020-10-07 23:39:47.575 [main] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@3e9803c2
[DEBUG] 2020-10-07 23:39:47.575 [main] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@7808fb9
[DEBUG] 2020-10-07 23:39:47.575 [main] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@7808fb9
[DEBUG] 2020-10-07 23:39:47.576 [main] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@a567e72
[DEBUG] 2020-10-07 23:39:47.576 [main] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@a567e72
[DEBUG] 2020-10-07 23:39:47.592 [main] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@4482469c
[DEBUG] 2020-10-07 23:39:47.593 [main] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@4482469c
[DEBUG] 2020-10-07 23:39:47.594 [main] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@4b1abd11
[DEBUG] 2020-10-07 23:39:47.594 [main] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@4b1abd11
[DEBUG] 2020-10-07 23:39:47.595 [main] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@1b32cd16
[DEBUG] 2020-10-07 23:39:47.595 [main] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@1b32cd16
[DEBUG] 2020-10-07 23:39:47.596 [main] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@19593091
[DEBUG] 2020-10-07 23:39:47.597 [main] BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@19593091
[DEBUG] 2020-10-07 23:39:47.602 [main] BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@4e868ef5
[DEBUG] 2020-10-07 23:39:47.608 [main] BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@4e868ef5
[DEBUG] 2020-10-07 23:39:47.613 [main] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@afb5821
[DEBUG] 2020-10-07 23:39:47.613 [main] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@afb5821
[DEBUG] 2020-10-07 23:39:47.614 [main] BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@56ccd751
[DEBUG] 2020-10-07 23:39:47.615 [main] BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@56ccd751
[DEBUG] 2020-10-07 23:39:47.616 [main] BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@488b50ec
[DEBUG] 2020-10-07 23:39:47.616 [main] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@488b50ec
[DEBUG] 2020-10-07 23:39:47.622 [main] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@bdecc21
[DEBUG] 2020-10-07 23:39:47.622 [main] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@bdecc21
[DEBUG] 2020-10-07 23:39:47.625 [main] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@54da32dc
[DEBUG] 2020-10-07 23:39:47.625 [main] BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@54da32dc
[DEBUG] 2020-10-07 23:39:47.627 [main] BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@54da32dc
[DEBUG] 2020-10-07 23:39:47.636 [main] BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@22fba58c
[DEBUG] 2020-10-07 23:39:47.637 [main] BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@1e6308a9
[DEBUG] 2020-10-07 23:39:47.637 [main] BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@1e6308a9
[DEBUG] 2020-10-07 23:39:47.640 [main] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@1e6308a9
[DEBUG] 2020-10-07 23:39:47.643 [main] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@1440c311
[DEBUG] 2020-10-07 23:39:47.644 [main] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@37c5fc56
[DEBUG] 2020-10-07 23:39:47.644 [main] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@37c5fc56
[DEBUG] 2020-10-07 23:39:47.645 [main] BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@5ecba515
[DEBUG] 2020-10-07 23:39:47.645 [main] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@5ecba515
[DEBUG] 2020-10-07 23:39:47.646 [main] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@18324f97
[DEBUG] 2020-10-07 23:39:47.646 [main] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@18324f97
[DEBUG] 2020-10-07 23:39:47.647 [main] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@72209d93
[DEBUG] 2020-10-07 23:39:47.647 [main] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@72209d93
[DEBUG] 2020-10-07 23:39:47.655 [main] BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@6a4d7f76
[DEBUG] 2020-10-07 23:39:47.655 [main] BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@6a4d7f76
[DEBUG] 2020-10-07 23:39:47.655 [main] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@78411116
[DEBUG] 2020-10-07 23:39:47.661 [main] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@2d6aca33
[DEBUG] 2020-10-07 23:39:47.661 [main] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@2d6aca33
[DEBUG] 2020-10-07 23:39:47.662 [main] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@2d6aca33
[DEBUG] 2020-10-07 23:39:47.663 [main] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@63e5e5b4
[DEBUG] 2020-10-07 23:39:47.663 [main] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@63e5e5b4
[DEBUG] 2020-10-07 23:39:47.663 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@63e5e5b4
[DEBUG] 2020-10-07 23:39:47.664 [main] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@4fcc0416
[DEBUG] 2020-10-07 23:39:47.665 [main] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@749f539e
[DEBUG] 2020-10-07 23:39:47.669 [main] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@273842a6
[DEBUG] 2020-10-07 23:39:47.673 [main] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@273842a6
[DEBUG] 2020-10-07 23:39:47.673 [main] BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@273842a6
[DEBUG] 2020-10-07 23:39:47.676 [main] BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@777c350f
[DEBUG] 2020-10-07 23:39:47.676 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@777c350f
[DEBUG] 2020-10-07 23:39:47.676 [main] BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@777c350f
[DEBUG] 2020-10-07 23:39:47.677 [main] BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@4bdc8b5d
[DEBUG] 2020-10-07 23:39:47.680 [main] BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@5dc3fcb7
[DEBUG] 2020-10-07 23:39:47.681 [main] BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@21719a0
[DEBUG] 2020-10-07 23:39:47.681 [main] BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@21719a0
[DEBUG] 2020-10-07 23:39:47.682 [main] BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@57b9e423
[DEBUG] 2020-10-07 23:39:47.682 [main] BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@7923f5b3
[DEBUG] 2020-10-07 23:39:47.682 [main] BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@7923f5b3
[DEBUG] 2020-10-07 23:39:47.687 [main] BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@4c0884e8
[DEBUG] 2020-10-07 23:39:47.687 [main] BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@4c0884e8
[DEBUG] 2020-10-07 23:39:47.690 [main] BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@7b208b45
[DEBUG] 2020-10-07 23:39:47.691 [main] BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@3e83c18
[DEBUG] 2020-10-07 23:39:47.695 [main] BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.SerializableType@7068f7ca
[DEBUG] 2020-10-07 23:39:47.710 [main] BasicTypeRegistry - Adding type registration object -> org.hibernate.type.ObjectType@4cbd03e7
[DEBUG] 2020-10-07 23:39:47.710 [main] BasicTypeRegistry - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@4cbd03e7
[DEBUG] 2020-10-07 23:39:47.710 [main] BasicTypeRegistry - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@3013909b
[DEBUG] 2020-10-07 23:39:47.711 [main] BasicTypeRegistry - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@2a49fe
[DEBUG] 2020-10-07 23:39:47.712 [main] BasicTypeRegistry - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@66596a88
[DEBUG] 2020-10-07 23:39:47.712 [main] BasicTypeRegistry - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@5aae8eb5
[DEBUG] 2020-10-07 23:39:47.712 [main] BasicTypeRegistry - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@76954a33
[DEBUG] 2020-10-07 23:39:47.715 [main] BasicTypeRegistry - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@24a298a6
[DEBUG] 2020-10-07 23:39:47.715 [main] BasicTypeRegistry - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@982bb90
[DEBUG] 2020-10-07 23:39:47.716 [main] BasicTypeRegistry - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@27f74733
[DEBUG] 2020-10-07 23:39:47.877 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
[DEBUG] 2020-10-07 23:39:47.878 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
[DEBUG] 2020-10-07 23:39:47.880 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2020-10-07 23:39:47.881 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2020-10-07 23:39:47.885 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
[DEBUG] 2020-10-07 23:39:47.889 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
[DEBUG] 2020-10-07 23:39:47.892 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
[DEBUG] 2020-10-07 23:39:47.901 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2020-10-07 23:39:47.902 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
[DEBUG] 2020-10-07 23:39:47.902 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
[DEBUG] 2020-10-07 23:39:47.902 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
[DEBUG] 2020-10-07 23:39:47.903 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
[DEBUG] 2020-10-07 23:39:47.903 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2020-10-07 23:39:47.904 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
[INFO ] 2020-10-07 23:39:47.916 [main] C3P0ConnectionProvider - HHH010002: C3P0 using driver: com.mysql.cj.jdbc.Driver at URL: jdbc:mysql://localhost:3306/wedding
[INFO ] 2020-10-07 23:39:47.916 [main] C3P0ConnectionProvider - HHH10001001: Connection properties: {password=****, user=root}
[INFO ] 2020-10-07 23:39:47.916 [main] C3P0ConnectionProvider - HHH10001003: Autocommit mode: false
[INFO ] 2020-10-07 23:39:48.432 [main] C3P0ConnectionProvider - HHH10001007: JDBC isolation level: <unknown>
[DEBUG] 2020-10-07 23:39:49.865 [main] JdbcEnvironmentInitiator - Database ->
       name : MySQL
    version : 8.0.21
      major : 8
      minor : 0
[DEBUG] 2020-10-07 23:39:49.866 [main] JdbcEnvironmentInitiator - Driver ->
       name : MySQL Connector/J
    version : mysql-connector-java-8.0.16 (Revision: 34cbc6bc61f72836e26327537a432d6db7c77de6)
      major : 8
      minor : 0
[DEBUG] 2020-10-07 23:39:49.867 [main] JdbcEnvironmentInitiator - JDBC version : 4.2
[INFO ] 2020-10-07 23:39:49.953 [main] Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
[DEBUG] 2020-10-07 23:39:49.985 [main] IdentifierHelperBuilder - JDBC driver metadata reported database stores quoted identifiers in more than one case
[DEBUG] 2020-10-07 23:39:50.048 [main] IdentifierHelperBuilder - IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [MIXED]; that will likely lead to problems in schema update and validation if using quoted identifiers
[DEBUG] 2020-10-07 23:39:50.115 [main] Namespace - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
[DEBUG] 2020-10-07 23:39:50.121 [main] TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@4d654825] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@3bfc6a5e]
[DEBUG] 2020-10-07 23:39:50.209 [main] AnnotationBinder - Binding entity from annotated class: edu.matc.entity.User
[DEBUG] 2020-10-07 23:39:50.240 [main] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2020-10-07 23:39:50.248 [main] EntityBinder - Import with entity name User
[DEBUG] 2020-10-07 23:39:50.254 [main] EntityBinder - Bind entity edu.matc.entity.User on table user
[DEBUG] 2020-10-07 23:39:50.297 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=id, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-10-07 23:39:50.300 [main] PropertyBinder - MetadataSourceProcessor property id with lazy=false
[DEBUG] 2020-10-07 23:39:50.301 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [edu.matc.entity.User:id]
[DEBUG] 2020-10-07 23:39:50.308 [main] SimpleValueBinder - building SimpleValue for id
[DEBUG] 2020-10-07 23:39:50.312 [main] PropertyBinder - Building property id
[DEBUG] 2020-10-07 23:39:50.315 [main] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(id)]), id, org.hibernate.id.enhanced.SequenceStyleGenerator, native, ...)
[DEBUG] 2020-10-07 23:39:50.319 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='user'}
[DEBUG] 2020-10-07 23:39:50.320 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=events, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-10-07 23:39:50.325 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=null, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-10-07 23:39:50.337 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=element, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-10-07 23:39:50.337 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=events_KEY, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-10-07 23:39:50.338 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='events_KEY', referencedColumn='null', mappedBy='null'}
[DEBUG] 2020-10-07 23:39:50.339 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='user'}
[DEBUG] 2020-10-07 23:39:50.340 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='user'}
[DEBUG] 2020-10-07 23:39:50.340 [main] CollectionBinder - Collection role: edu.matc.entity.User.events
[DEBUG] 2020-10-07 23:39:50.349 [main] PropertyBinder - Building property events
[DEBUG] 2020-10-07 23:39:50.349 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=first_name, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-10-07 23:39:50.351 [main] PropertyBinder - MetadataSourceProcessor property firstName with lazy=false
[DEBUG] 2020-10-07 23:39:50.351 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [edu.matc.entity.User:firstName]
[DEBUG] 2020-10-07 23:39:50.351 [main] SimpleValueBinder - building SimpleValue for firstName
[DEBUG] 2020-10-07 23:39:50.356 [main] PropertyBinder - Building property firstName
[DEBUG] 2020-10-07 23:39:50.357 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=last_name, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-10-07 23:39:50.357 [main] PropertyBinder - MetadataSourceProcessor property lastName with lazy=false
[DEBUG] 2020-10-07 23:39:50.357 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [edu.matc.entity.User:lastName]
[DEBUG] 2020-10-07 23:39:50.357 [main] SimpleValueBinder - building SimpleValue for lastName
[DEBUG] 2020-10-07 23:39:50.357 [main] PropertyBinder - Building property lastName
