[DEBUG] 2020-10-07 23:55:08.812 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2020-10-07 23:55:08.832 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2020-10-07 23:55:08.841 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2020-10-07 23:55:09.060 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2020-10-07 23:55:09.072 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2020-10-07 23:55:09.608 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2020-10-07 23:55:09.610 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2020-10-07 23:55:09.631 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2020-10-07 23:55:10.474 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2020-10-07 23:55:10.512 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2020-10-07 23:55:10.513 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2020-10-07 23:55:10.581 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@13d186db
[DEBUG] 2020-10-07 23:55:10.582 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@13d186db
[DEBUG] 2020-10-07 23:55:10.582 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@7b60c3e
[DEBUG] 2020-10-07 23:55:10.582 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@7b60c3e
[DEBUG] 2020-10-07 23:55:10.583 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@7b60c3e
[DEBUG] 2020-10-07 23:55:10.583 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@2adddc06
[DEBUG] 2020-10-07 23:55:10.583 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@2adddc06
[DEBUG] 2020-10-07 23:55:10.584 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@2adddc06
[DEBUG] 2020-10-07 23:55:10.584 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@6a714237
[DEBUG] 2020-10-07 23:55:10.584 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@6a714237
[DEBUG] 2020-10-07 23:55:10.585 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@6a714237
[DEBUG] 2020-10-07 23:55:10.586 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@35c09b94
[DEBUG] 2020-10-07 23:55:10.586 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@35c09b94
[DEBUG] 2020-10-07 23:55:10.586 [main] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@35c09b94
[DEBUG] 2020-10-07 23:55:10.586 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@17ae7628
[DEBUG] 2020-10-07 23:55:10.587 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@17ae7628
[DEBUG] 2020-10-07 23:55:10.587 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@17ae7628
[DEBUG] 2020-10-07 23:55:10.588 [main] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@286b39c2
[DEBUG] 2020-10-07 23:55:10.589 [main] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@286b39c2
[DEBUG] 2020-10-07 23:55:10.589 [main] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@5cbb84b1
[DEBUG] 2020-10-07 23:55:10.589 [main] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@5cbb84b1
[DEBUG] 2020-10-07 23:55:10.590 [main] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@68e62ca4
[DEBUG] 2020-10-07 23:55:10.590 [main] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@68e62ca4
[DEBUG] 2020-10-07 23:55:10.590 [main] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@11653e3b
[DEBUG] 2020-10-07 23:55:10.591 [main] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@16fe9c29
[DEBUG] 2020-10-07 23:55:10.591 [main] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@4d4960c8
[DEBUG] 2020-10-07 23:55:10.592 [main] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@4d4960c8
[DEBUG] 2020-10-07 23:55:10.592 [main] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@6ce90bc5
[DEBUG] 2020-10-07 23:55:10.592 [main] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@6ce90bc5
[DEBUG] 2020-10-07 23:55:10.597 [main] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@25d958c6
[DEBUG] 2020-10-07 23:55:10.597 [main] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@25d958c6
[DEBUG] 2020-10-07 23:55:10.598 [main] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@695a69a1
[DEBUG] 2020-10-07 23:55:10.599 [main] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@695a69a1
[DEBUG] 2020-10-07 23:55:10.599 [main] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@332f25c8
[DEBUG] 2020-10-07 23:55:10.599 [main] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@332f25c8
[DEBUG] 2020-10-07 23:55:10.600 [main] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@69cac930
[DEBUG] 2020-10-07 23:55:10.601 [main] BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@69cac930
[DEBUG] 2020-10-07 23:55:10.601 [main] BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@4a03bb68
[DEBUG] 2020-10-07 23:55:10.606 [main] BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@4a03bb68
[DEBUG] 2020-10-07 23:55:10.607 [main] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@6f099cef
[DEBUG] 2020-10-07 23:55:10.607 [main] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@6f099cef
[DEBUG] 2020-10-07 23:55:10.608 [main] BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@46c00568
[DEBUG] 2020-10-07 23:55:10.608 [main] BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@46c00568
[DEBUG] 2020-10-07 23:55:10.609 [main] BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@1869f114
[DEBUG] 2020-10-07 23:55:10.609 [main] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@1869f114
[DEBUG] 2020-10-07 23:55:10.610 [main] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@6d2d99fc
[DEBUG] 2020-10-07 23:55:10.610 [main] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@6d2d99fc
[DEBUG] 2020-10-07 23:55:10.612 [main] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@4f20a5e0
[DEBUG] 2020-10-07 23:55:10.612 [main] BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@4f20a5e0
[DEBUG] 2020-10-07 23:55:10.613 [main] BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@4f20a5e0
[DEBUG] 2020-10-07 23:55:10.614 [main] BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@27b22f74
[DEBUG] 2020-10-07 23:55:10.615 [main] BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@6079cf5
[DEBUG] 2020-10-07 23:55:10.615 [main] BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@6079cf5
[DEBUG] 2020-10-07 23:55:10.615 [main] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@6079cf5
[DEBUG] 2020-10-07 23:55:10.616 [main] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@5226e402
[DEBUG] 2020-10-07 23:55:10.617 [main] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@43cf6ea3
[DEBUG] 2020-10-07 23:55:10.617 [main] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@43cf6ea3
[DEBUG] 2020-10-07 23:55:10.618 [main] BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@3241713e
[DEBUG] 2020-10-07 23:55:10.618 [main] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@3241713e
[DEBUG] 2020-10-07 23:55:10.618 [main] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@60723d6a
[DEBUG] 2020-10-07 23:55:10.619 [main] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@60723d6a
[DEBUG] 2020-10-07 23:55:10.619 [main] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@9a7a808
[DEBUG] 2020-10-07 23:55:10.619 [main] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@9a7a808
[DEBUG] 2020-10-07 23:55:10.620 [main] BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@30135202
[DEBUG] 2020-10-07 23:55:10.620 [main] BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@30135202
[DEBUG] 2020-10-07 23:55:10.620 [main] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@79767781
[DEBUG] 2020-10-07 23:55:10.621 [main] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@2d195ee4
[DEBUG] 2020-10-07 23:55:10.621 [main] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@2d195ee4
[DEBUG] 2020-10-07 23:55:10.622 [main] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@2d195ee4
[DEBUG] 2020-10-07 23:55:10.622 [main] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@6b1e7ad3
[DEBUG] 2020-10-07 23:55:10.623 [main] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@6b1e7ad3
[DEBUG] 2020-10-07 23:55:10.623 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@6b1e7ad3
[DEBUG] 2020-10-07 23:55:10.623 [main] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@5972d253
[DEBUG] 2020-10-07 23:55:10.624 [main] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@5b5c0057
[DEBUG] 2020-10-07 23:55:10.625 [main] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@997d532
[DEBUG] 2020-10-07 23:55:10.627 [main] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@997d532
[DEBUG] 2020-10-07 23:55:10.627 [main] BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@997d532
[DEBUG] 2020-10-07 23:55:10.628 [main] BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@bb095
[DEBUG] 2020-10-07 23:55:10.629 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@bb095
[DEBUG] 2020-10-07 23:55:10.629 [main] BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@bb095
[DEBUG] 2020-10-07 23:55:10.629 [main] BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@5d1e09bc
[DEBUG] 2020-10-07 23:55:10.630 [main] BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@726a17c4
[DEBUG] 2020-10-07 23:55:10.633 [main] BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@53093491
[DEBUG] 2020-10-07 23:55:10.633 [main] BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@53093491
[DEBUG] 2020-10-07 23:55:10.633 [main] BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@6dd93a21
[DEBUG] 2020-10-07 23:55:10.634 [main] BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@43826ec
[DEBUG] 2020-10-07 23:55:10.635 [main] BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@43826ec
[DEBUG] 2020-10-07 23:55:10.636 [main] BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@6050462a
[DEBUG] 2020-10-07 23:55:10.636 [main] BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@6050462a
[DEBUG] 2020-10-07 23:55:10.636 [main] BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@73877e19
[DEBUG] 2020-10-07 23:55:10.636 [main] BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@7cedfa63
[DEBUG] 2020-10-07 23:55:10.637 [main] BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.SerializableType@2b0b4d53
[DEBUG] 2020-10-07 23:55:10.639 [main] BasicTypeRegistry - Adding type registration object -> org.hibernate.type.ObjectType@198ef2ce
[DEBUG] 2020-10-07 23:55:10.639 [main] BasicTypeRegistry - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@198ef2ce
[DEBUG] 2020-10-07 23:55:10.639 [main] BasicTypeRegistry - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@14151bc5
[DEBUG] 2020-10-07 23:55:10.639 [main] BasicTypeRegistry - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@3013909b
[DEBUG] 2020-10-07 23:55:10.640 [main] BasicTypeRegistry - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@2a49fe
[DEBUG] 2020-10-07 23:55:10.640 [main] BasicTypeRegistry - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@66596a88
[DEBUG] 2020-10-07 23:55:10.640 [main] BasicTypeRegistry - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@5aae8eb5
[DEBUG] 2020-10-07 23:55:10.640 [main] BasicTypeRegistry - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@76954a33
[DEBUG] 2020-10-07 23:55:10.640 [main] BasicTypeRegistry - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@24a298a6
[DEBUG] 2020-10-07 23:55:10.640 [main] BasicTypeRegistry - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@982bb90
[DEBUG] 2020-10-07 23:55:10.709 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
[DEBUG] 2020-10-07 23:55:10.710 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
[DEBUG] 2020-10-07 23:55:10.710 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2020-10-07 23:55:10.710 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2020-10-07 23:55:10.713 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
[DEBUG] 2020-10-07 23:55:10.714 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
[DEBUG] 2020-10-07 23:55:10.714 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
[DEBUG] 2020-10-07 23:55:10.715 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2020-10-07 23:55:10.716 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
[DEBUG] 2020-10-07 23:55:10.716 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
[DEBUG] 2020-10-07 23:55:10.716 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
[DEBUG] 2020-10-07 23:55:10.717 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
[DEBUG] 2020-10-07 23:55:10.717 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2020-10-07 23:55:10.717 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
[INFO ] 2020-10-07 23:55:10.737 [main] C3P0ConnectionProvider - HHH010002: C3P0 using driver: com.mysql.cj.jdbc.Driver at URL: jdbc:mysql://localhost:3306/wedding
[INFO ] 2020-10-07 23:55:10.738 [main] C3P0ConnectionProvider - HHH10001001: Connection properties: {password=****, user=root}
[INFO ] 2020-10-07 23:55:10.738 [main] C3P0ConnectionProvider - HHH10001003: Autocommit mode: false
[INFO ] 2020-10-07 23:55:10.935 [main] C3P0ConnectionProvider - HHH10001007: JDBC isolation level: <unknown>
[DEBUG] 2020-10-07 23:55:11.838 [main] JdbcEnvironmentInitiator - Database ->
       name : MySQL
    version : 8.0.21
      major : 8
      minor : 0
[DEBUG] 2020-10-07 23:55:11.853 [main] JdbcEnvironmentInitiator - Driver ->
       name : MySQL Connector/J
    version : mysql-connector-java-8.0.16 (Revision: 34cbc6bc61f72836e26327537a432d6db7c77de6)
      major : 8
      minor : 0
[DEBUG] 2020-10-07 23:55:11.853 [main] JdbcEnvironmentInitiator - JDBC version : 4.2
[INFO ] 2020-10-07 23:55:11.931 [main] Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
[DEBUG] 2020-10-07 23:55:11.969 [main] IdentifierHelperBuilder - JDBC driver metadata reported database stores quoted identifiers in more than one case
[DEBUG] 2020-10-07 23:55:12.019 [main] IdentifierHelperBuilder - IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [MIXED]; that will likely lead to problems in schema update and validation if using quoted identifiers
[DEBUG] 2020-10-07 23:55:12.094 [main] Namespace - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
[DEBUG] 2020-10-07 23:55:12.098 [main] TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@2d0ecb24] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@4d654825]
[DEBUG] 2020-10-07 23:55:12.169 [main] AnnotationBinder - Binding entity from annotated class: edu.matc.entity.User
[DEBUG] 2020-10-07 23:55:12.217 [main] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2020-10-07 23:55:12.220 [main] EntityBinder - Import with entity name User
[DEBUG] 2020-10-07 23:55:12.226 [main] EntityBinder - Bind entity edu.matc.entity.User on table user
[DEBUG] 2020-10-07 23:55:12.261 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=id, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-10-07 23:55:12.263 [main] PropertyBinder - MetadataSourceProcessor property id with lazy=false
[DEBUG] 2020-10-07 23:55:12.279 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [edu.matc.entity.User:id]
[DEBUG] 2020-10-07 23:55:12.284 [main] SimpleValueBinder - building SimpleValue for id
[DEBUG] 2020-10-07 23:55:12.288 [main] PropertyBinder - Building property id
[DEBUG] 2020-10-07 23:55:12.297 [main] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(id)]), id, org.hibernate.id.enhanced.SequenceStyleGenerator, native, ...)
[DEBUG] 2020-10-07 23:55:12.318 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='user'}
[DEBUG] 2020-10-07 23:55:12.318 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=events, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-10-07 23:55:12.320 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=null, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-10-07 23:55:12.328 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=element, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-10-07 23:55:12.329 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=events_KEY, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-10-07 23:55:12.329 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='events_KEY', referencedColumn='null', mappedBy='null'}
[DEBUG] 2020-10-07 23:55:12.330 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='user'}
[DEBUG] 2020-10-07 23:55:12.330 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='user'}
[DEBUG] 2020-10-07 23:55:12.331 [main] CollectionBinder - Collection role: edu.matc.entity.User.events
[DEBUG] 2020-10-07 23:55:12.337 [main] PropertyBinder - Building property events
[DEBUG] 2020-10-07 23:55:12.338 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=first_name, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-10-07 23:55:12.339 [main] PropertyBinder - MetadataSourceProcessor property firstName with lazy=false
[DEBUG] 2020-10-07 23:55:12.339 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [edu.matc.entity.User:firstName]
[DEBUG] 2020-10-07 23:55:12.339 [main] SimpleValueBinder - building SimpleValue for firstName
[DEBUG] 2020-10-07 23:55:12.339 [main] PropertyBinder - Building property firstName
[DEBUG] 2020-10-07 23:55:12.340 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(user), mappingColumn=last_name, insertable=true, updatable=true, unique=false}
[DEBUG] 2020-10-07 23:55:12.340 [main] PropertyBinder - MetadataSourceProcessor property lastName with lazy=false
[DEBUG] 2020-10-07 23:55:12.340 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [edu.matc.entity.User:lastName]
[DEBUG] 2020-10-07 23:55:12.340 [main] SimpleValueBinder - building SimpleValue for lastName
[DEBUG] 2020-10-07 23:55:12.340 [main] PropertyBinder - Building property lastName
